[22-09-24 15:13:17.254] LOG  : General     , 1727010797254> 0> SapphCooking.SlicedEggplant: displaycategory, FoodP.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.MRE_InRiceMincedMeatUn: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.BagofWontonWrappers: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.PackofCoffeeFilters: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.CoffeeBeansBag: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.CoffeeBeans: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.CoffeeFilter: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.GrindedCoffee: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.TortillaChipsinChili: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.BowlofCandy: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.BagofMarshmallows: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.BowlofMarshmallows: displaycategory, FoodN.
[22-09-24 15:13:17.268] LOG  : General     , 1727010797268> 0> SapphCooking.TinofCaviar: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.CanofBeets: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Jello_Lime: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Jello_Strawberry: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Jello_Orange: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Jello_Grape: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Jello_Pineapple: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BowlJello_Lime: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BowlJello_Strawberry: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BowlJello_Orange: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BowlJello_Grape: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BowlJello_Pineapple: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.CannedEggs: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BoxofTeaBags: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.CannedBacon: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Bowl_Marinade: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.BakingTray_Jerky: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.SoySauce_Sachet: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Mustard_Sachet: displaycategory, FoodN.
[22-09-24 15:13:17.269] LOG  : General     , 1727010797269> 0> SapphCooking.Tomato_Sachet: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.PeanutButter_Sachet: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.MonosodiumGlutamate_MSG: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Jar_Kimchi_Unfermented: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Jar_Kimchi_Fermented: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.MisoPaste: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Eclair: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Eclair_Chocolate: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Eclair_WhiteChocolate: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.ChocolateEgg_Small: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.ChocolateEgg_Medium: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.ChocolateEgg_Large: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Seitan: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.PowderedEggs: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Box_Bonbon: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Box_LiqueurBonbons: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Box_HeartChocolate: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Heart_Chocolate: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Bonbon: displaycategory, FoodN.
[22-09-24 15:13:17.270] LOG  : General     , 1727010797270> 0> SapphCooking.Bonbon_Liqueur: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.ArborioRice: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Syrup_Chocolate: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Syrup_Strawberry: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Syrup_Caramel: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.NoodleSachet_Beef: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.NoodleSachet_Chicken: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_White: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Green: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Blue: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Pink: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Purple: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Red: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Orange: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.CottonCandy_Yellow: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.FortuneCookie: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Broken_FortuneCookie: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Spice_Furikake: displaycategory, FoodN.
[22-09-24 15:13:17.271] LOG  : General     , 1727010797271> 0> SapphCooking.Spice_OysterSauce: displaycategory, FoodN.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.WhippedCream_Can: displaycategory, FoodN.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.CheeseSpray_Can: displaycategory, FoodN.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Gloves_OvenMitten_Udderly: displaycategory, ClothArm.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Gloves_OvenMitten_White: displaycategory, ClothArm.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Mouth_Toothpick: displaycategory, ClothHead.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_White: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_White: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_Camo: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_Camo: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_CowPrints: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_CowPrints: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_MuscleM: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_MuscleM: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_MuscleF: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_MuscleF: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_Heart: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_Heart: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_Chef_PawBlue: displaycategory, ClothBody.
[22-09-24 15:13:17.272] LOG  : General     , 1727010797272> 0> SapphCooking.Apron_WaistChef_PawBlue: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_PawRed: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_PawRed: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_PawPink: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_PawPink: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_KissCook: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_KissCook: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_QuailMom: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_QuailMom: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_CamoUrban: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_CamoUrban: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_CamoDesert: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_CamoDesert: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_AmericaFlag: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_AmericaFlag: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_Rainbow: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_Rainbow: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_TransFlag: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_WaistChef_TransFlag: displaycategory, ClothBody.
[22-09-24 15:13:17.273] LOG  : General     , 1727010797273> 0> SapphCooking.Apron_Chef_HawaiiBlue: displaycategory, ClothBody.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Apron_WaistChef_HawaiiBlue: displaycategory, ClothBody.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Apron_Chef_HawaiiRed: displaycategory, ClothBody.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Apron_WaistChef_HawaiiRed: displaycategory, ClothBody.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.SausageMakingMagazine: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.AsianFoodMagazine: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.EuropeFoodMagazine: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.PastaDoughMagazine: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message1: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message2: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message3: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message4: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message5: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message6: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message7: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message8: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message9: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> SapphCooking.Fortune_Message10: displaycategory, LitR.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> BicPen.BicPen: displaycategory, LitW.
[22-09-24 15:13:17.274] LOG  : General     , 1727010797274> 0> BicPen.ComicBicPen: displaycategory, WepMelee.
[22-09-24 15:13:17.275] LOG  : General     , 1727010797275> 0> Armor.Vest_BulletArmy: displaycategory, ClothBody.
[22-09-24 15:13:17.275] LOG  : General     , 1727010797275> 0> Armor.Vest_BulletPolice: displaycategory, ClothBody.
[22-09-24 15:13:17.275] LOG  : General     , 1727010797275> 0> Armor.Vest_BulletCivilian: displaycategory, ClothBody.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Boilersuit_Flying: displaycategory, ClothBody.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.HazmatSuit: displaycategory, ClothBody.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Hat_NBCmask: displaycategory, ClothHead.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Hat_SPHhelmet: displaycategory, ClothHead.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Hat_GasMask: displaycategory, ClothHead.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Hat_BalaclavaFace: displaycategory, ClothHead.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> Armor.Hat_BalaclavaFull: displaycategory, ClothHead.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGRareWeapons.ReinforcedBaseballBat: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGRareWeapons.VikingAxe: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.HandHatchet: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.CheapSurvivalKnife: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.SurvivalKnife: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.RancherMachete: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.KukriMachete: displaycategory, WepMelee.
[22-09-24 15:13:17.276] LOG  : General     , 1727010797276> 0> BCGTools.SplittingAxe: displaycategory, WepMelee.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> BCGTools.SpearSurvivalKnife: displaycategory, WepMelee.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> BCGTools.SpearCheapSurvivalKnife: displaycategory, WepMelee.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.BedfordMap: displaycategory, LitC.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.SmallTrunk0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.NormalTrunk0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.BigTrunk0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.FrontCarDoor0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.TrunkDoor0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> Base.GloveBox0: displaycategory, Mech.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> FencingKit.FenceKit: displaycategory, CraftMetal.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> FencingKit.ChainWireRoll: displaycategory, CraftMetal.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> FuelAPI.LargePetrolCan: displaycategory, Cont.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> FuelAPI.LargePetrolCanFull: displaycategory, Fuel.
[22-09-24 15:13:17.277] LOG  : General     , 1727010797277> 0> FuelAPI.LargePetrolCanWater: displaycategory, FoodB.
[22-09-24 15:13:17.278] LOG  : General     , 1727010797278> 0> waterPipes.WaterPipe: displaycategory, SurFarm.
[22-09-24 15:13:17.278] LOG  : General     , 1727010797278> 0> waterPipes.WaterPipe2: displaycategory, SurFarm.
[22-09-24 15:13:17.278] LOG  : General     , 1727010797278> 0> MoreTraits.PackerBag: displaycategory, ClothBack.
