[22-09-24 11:58:00.218] LOG  : General     , 1726999080218> 8.751.072.741> AdditionalBooks2.BookAxe5: displaycategory, LitS.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.K6S_357: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.Marlin_1894: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.Marlin_1894_357: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.TAC15: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.M29_44: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.M29_44Carbine: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.Automag: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.DEagle: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.MP7: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.MP7_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.Jatimatic: displaycategory, WepFire.
[22-09-24 11:58:00.231] LOG  : General     , 1726999080231> 8.751.072.755> Base.Jatimatic_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.755> Base.Sten: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.755> Base.Sten_MK2: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.755> Base.Sten_MK2SD: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.BOAR: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.EDM96: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.EDM96_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.M82: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.BFG50: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.Harris50: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.TAC50: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.FN_57: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.FN_57_MK2: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.FN_P90: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.FN_PS90: displaycategory, WepFire.
[22-09-24 11:58:00.232] LOG  : General     , 1726999080232> 8.751.072.756> Base.AK74: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AK74_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AKS74: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AKS74_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AKS74_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AKS74_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.756> Base.AKS74U: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AKS74U_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AKS74U_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AKS74U_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK12: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK12_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK12_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK12_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK74_Alpha: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK74_Alpha_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.RPK74: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK47: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AK47_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.233] LOG  : General     , 1726999080233> 8.751.072.757> Base.AKM: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.757> Base.AKM_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.757> Base.AK103: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.757> Base.AK103_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.757> Base.M85_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.757> Base.M85_Stock_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.M85_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.M85_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.MD65_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.MD65_Stock_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.MD65_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.MD65_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.AKMS_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.AKMS_Stock_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.AKMS_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.AKMS_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.Type38: displaycategory, WepFire.
[22-09-24 11:58:00.234] LOG  : General     , 1726999080234> 8.751.072.758> Base.Type38_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.758> Base.Type99: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.758> Base.Type99_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.758> Base.M723: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.758> Base.M723_HE: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.758> Base.M723_INC: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.M723_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.XM117: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.XM117_HE: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.XM117_INC: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.XM117_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.H416: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.H416_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.H416_HE: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.H416_INC: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.AR18: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.AR18_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.LVOA_C: displaycategory, WepFire.
[22-09-24 11:58:00.235] LOG  : General     , 1726999080235> 8.751.072.759> Base.LVOA_C_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.LVOA_C_HE: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.LVOA_C_INC: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.ADAR: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.ADAR_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.MK47: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.759> Base.AUG9: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.AUG: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BT380_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BT380_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BT9_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BT9_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BAR: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.BAR_Monitor: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.B93R: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.M9: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.M9A3: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.Sako85: displaycategory, WepFire.
[22-09-24 11:58:00.236] LOG  : General     , 1726999080236> 8.751.072.760> Base.Savage12: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.L96: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.F2000: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.Tavor: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.QBZ_95: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.FAMAS: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.760> Base.FAMAS_G2: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.FAMAS_Felin: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.CAR15SMG: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.CAR15_Survival: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.M635: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.M635S: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.M635SD: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.CZ75: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.CZ97B: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.K5: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.K7_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.K7_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.237] LOG  : General     , 1726999080237> 8.751.072.761> Base.K14: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.761> Base.K2C1_PH: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.761> Base.K2C1_PH_HE: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.761> Base.K2C1_PH_INC: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2C1_PH_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K1DEV: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K1DEV_HE: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K1DEV_INC: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K1DEV_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_C1: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_C1_HE: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_C1_INC: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_C1_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_1: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_1_HE: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_1_INC: displaycategory, WepFire.
[22-09-24 11:58:00.238] LOG  : General     , 1726999080238> 8.751.072.762> Base.K2_1_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.762> Base.K2_203: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.762> Base.K2_203_HE: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.762> Base.K2_203_INC: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.762> Base.K2_203_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.762> Base.K1_1: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.K1_1_HE: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.K1_1_INC: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.K1_1_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.DR_200: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.DR_200_HE: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.DR_200_INC: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.DR_200_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.EVO_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.EVO_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.FAL: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.FAL_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.FAL_PARA_Stock: displaycategory, WepFire.
[22-09-24 11:58:00.239] LOG  : General     , 1726999080239> 8.751.072.763> Base.FAL_PARA_Stock_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FAL_PARA_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FAL_PARA_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FN_FNC: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FN_FNC_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FN_FNC_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.763> Base.FN_FNC_Fold_Melee: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.Galil: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.Galil_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.Galil_Sniper: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.Galil_Sniper_Fold: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.G17: displaycategory, WepFire.
[22-09-24 11:58:00.240] LOG  : General     , 1726999080240> 8.751.072.764> Base.G18: displaycategory, WepFire.
