[01-10-24 21:04:00.347] LOG  : General     , 1727809440347> 0> Base.SweetJuice: DisplayCategory, FoodN.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.Onion: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.Lobster: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.BeanBowl: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.Big_RawSmallMeatFillet: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.SoupBowl: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.Dried_Shrimp: DisplayCategory, FoodN.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.MagazineWordsearch1: DisplayCategory, LitE.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.MagazineWordsearch2: DisplayCategory, LitE.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.MagazineWordsearch3: DisplayCategory, LitE.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.PeanutButterSandwich: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.SJBulp: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.Sliced_Eggplant: DisplayCategory, FoodP.
[01-10-24 21:04:00.371] LOG  : General     , 1727809440371> 0> Base.CannedCorn: DisplayCategory, FoodN.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.CannedCornedBeefOpen: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Slug2: DisplayCategory, FoodN.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.ConeIcecreamMelted: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.CookiesChocolateDough: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.MuffinGeneric: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.VinegarBrewWorking: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.SackProduce_Tomato: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.CannedPeas: DisplayCategory, FoodN.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Broccoli: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Perch: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.ChickenNuggets: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.ChocolateChips: DisplayCategory, FoodN.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Peach: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Smore: DisplayCategory, FoodP.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Slug: DisplayCategory, FoodN.
[01-10-24 21:04:00.372] LOG  : General     , 1727809440372> 0> Base.Wasabi: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Sliced_Strawberries: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Orange: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.HomemadeCabbage: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.JamMarmalade_Orange: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Dried_Pineapple: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Honey: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Pillbug: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.MincedMeat: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.BigSugarBrown: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Big_CoffeeCan: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.Onigiri: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.BigSoysauce: DisplayCategory, FoodN.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.SackProduce_Apple: DisplayCategory, FoodP.
[01-10-24 21:04:00.373] LOG  : General     , 1727809440373> 0> Base.JarPickle_Jalapeno: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> Base.Dried_Grapefruit: DisplayCategory, FoodN.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> Base.Baguette: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> Base.EggCarton: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> Base.Grapefruit: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> Base.TinnedSoupOpen: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.BloomingBroccoli: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Tomato: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Bacon: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.BaconRashers: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Potato: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.MayonnaiseFull: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Cabbage: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.RemouladeFull: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Salad: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.Strewberrie: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.MayonnaiseHalf: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.RemouladeHalf: DisplayCategory, FoodP.
[01-10-24 21:04:00.374] LOG  : General     , 1727809440374> 0> farming.RedRadish: DisplayCategory, FoodP.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> Autotsar.ATAVanillaTuningMag: DisplayCategory, LitR.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> Autotsar.ATAFiliTuningMag: DisplayCategory, LitR.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticAquaBottle_Pink: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_US_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Camo_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_US: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Purple: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Pink_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticAquaBottle_Blue: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticAquaBottle_Red_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_CamoUrban_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticAquaBottle_Blue_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Cyan: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Purple_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticAquaBottle_Cyan_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Transparent: DisplayCategory, Container.
[01-10-24 21:04:00.375] LOG  : General     , 1727809440375> 0> AuthenticZClothing.AuthenticGymBottle_Gradient1_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Green_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Camo: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Green: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Orange: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Cyan_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Purple_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Pink_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Red: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Pink: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Yellow_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Orange_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Green: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Yellow: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Blue_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Blue: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticGymBottle_Gradient1: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Yellow_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Cyan: DisplayCategory, Container.
[01-10-24 21:04:00.376] LOG  : General     , 1727809440376> 0> AuthenticZClothing.AuthenticAquaBottle_Green_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticGymBottle_CamoUrban: DisplayCategory, Container.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticGymBottle_Red_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticAquaBottle_Purple: DisplayCategory, Container.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticGymBottle_Red: DisplayCategory, Container.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticGymBottle_Yellow: DisplayCategory, Container.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AuthenticZClothing.AuthenticGymBottle_Transparent_full: DisplayCategory, FoodB.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> AutoGate.AutoGateMag: DisplayCategory, LitR.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> BasementMod.BasementsMag_large: DisplayCategory, LitR.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> BasementMod.BasementsMag_small: DisplayCategory, LitR.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> BasementMod.BasementsMag_medium: DisplayCategory, LitR.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.VinylEarthaKittSantaBaby(1953): DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.VinylRickyNelsonTravellinMan(1961): DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.CassetteMixTapeACDC: DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.CassetteMixTapeDrD: DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.VinylForever: DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.VinylBeeGeesStayinAlive(1977): DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.CassetteSnapRhythmIsADancer(1992): DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.CassettePaulEngemannPushItToTheLimit(1983): DisplayCategory, MediaA.
[01-10-24 21:04:00.377] LOG  : General     , 1727809440377> 0> Tsarcraft.VinylAndyWilliamsItsTheMostWonderfulTimeOfTheYear(1963): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylBingCrosbyWhiteChristmas(1942): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylBingCrosbyIWillBeHomeForChristmas(1943): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylJohnnyHortonNorthToAlaska(1965): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylLightninHopkinsJackstropperBlues(1950): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteMichaelJacksonBillieJean(1982): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteGangnamStyle: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteJohnnyMarchingHomeGuP: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteMixTapeInfectedMushroom: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylNatKingColeTheChristmasSong(1961): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteRandyTravisOldTimeChristmas(1989): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteFlamingo: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteBobbyDarinDreamLover(1987): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteMixTapeTenaciousD: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteTotoHoldTheLine(1978): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.VinylKirstenFlagstadDieWalkure(1938): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteMixTapeBulletForMyValentine: DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteIsraelKamakawiwooleOverTheRainbow(1990): DisplayCategory, MediaA.
[01-10-24 21:04:00.378] LOG  : General     , 1727809440378> 0> Tsarcraft.CassetteMixTape80sC: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeAllThatRemains: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteDepecheModePersonalJesus(1989): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteBonJoviYouGiveLoveABadName(1986): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteThePoguesFairytaleOfNewYork(1987): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteCharleyPrideKissAnAngelGoodMorning(1971): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteTheWeatherGirlsItsRainingMen(1983): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTape80sB: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTape80sA: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeDrivingMix: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.VinylMelCarterHoldMeThrillMeKissMe(1965): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeRapHop: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeWeebOSTB: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeWeebOSTC: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteWhitneyHoustonIWillAlwaysLoveYou(1992): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeGuraCovers: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeWeebOSTD: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteMixTapeWeebTommyMix: DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteLindaRonstadtAndAaronNevilleDontKnowMuch(1989): DisplayCategory, MediaA.
[01-10-24 21:04:00.379] LOG  : General     , 1727809440379> 0> Tsarcraft.CassetteQueen39(1975): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.VinylBobbyHelmsJingleBellRock(1957): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.CassetteNirvanaSmellsLikeTeenSpirit(1991): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.VinylRobertJohnsonWalkingBlues(1936): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.VinylBrendaLeeRockinAroundTheChristmasTree(1958): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.VinylJohnFaheySteelGuitarRag(1965): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.CassetteQueenWeAreTheChampions(1977): DisplayCategory, MediaA.
[01-10-24 21:04:00.380] LOG  : General     , 1727809440380> 0> Tsarcraft.CassetteTheTemptationsPapaWasARollingStone(1972): DisplayCategory, MediaA.
