[14-10-24 06:14:50.916] LOG  : General     , 1728879290916> 0> ExtraBooks.EBReloading2: DisplayCategory, LitS.
[14-10-24 06:14:50.929] LOG  : General     , 1728879290929> 0> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
[14-10-24 06:14:50.929] LOG  : General     , 1728879290929> 0> SapphCooking.PlateFancy_HuevosRancherosEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.CakeSlice_Carrot: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.Cured_EggYolk: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.CakeSlice_BlackForest: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.WoodenSkewersMarshmallows: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.Bowl_Sorbet: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.Bucket_CheeseCurds: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.PopBottlewithProteinShake: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.HomemadeSauce_Evolved: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.PlateBlue_HuevosRancherosEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.BowlShavedIce: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.RumWaterFull: DisplayCategory, FoodB.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.CakeSlice_Birthday: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.BowlShavedIceEvolved: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.PipingBag_PastryCream: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.CakeSlice_Chocolate: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.InstantNoodles_Beef: DisplayCategory, FoodN.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.FullWaterThermos: DisplayCategory, FoodB.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.CakeSlice_RedVelvet: DisplayCategory, FoodP.
[14-10-24 06:14:50.930] LOG  : General     , 1728879290930> 0> SapphCooking.TequilaEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[14-10-24 06:14:50.931] LOG  : General     , 1728879290931> 0> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.CrabStick: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.SakeEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[14-10-24 06:14:50.932] LOG  : General     , 1728879290932> 0> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.IceCubes: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[14-10-24 06:14:50.933] LOG  : General     , 1728879290933> 0> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> MarmiteandTwiglets.GiantMarmite: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> MarmiteandTwiglets.Marmite: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> MarmiteandTwiglets.Twiglets: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.Beetroot: DisplayCategory, FoodP.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[14-10-24 06:14:50.934] LOG  : General     , 1728879290934> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Mod Loaded: 'Mo Crops By: BlueFoot (v1.0).
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry1: DisplayName, Carpentry Vol.1: Beginner.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry1: DisplayCategory, LitS.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry2: DisplayName, Carpentry Vol.2: Intermediate.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry2: DisplayCategory, LitS.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry3: DisplayName, Carpentry Vol.3: Advanced.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry3: DisplayCategory, LitS.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry4: DisplayName, Carpentry Vol.4: Expert.
[14-10-24 06:14:50.935] LOG  : General     , 1728879290935> 0> Base.BookCarpentry4: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCarpentry5: DisplayName, Carpentry Vol.5: Master.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCarpentry5: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking1: DisplayName, Cooking Vol.1: Beginner.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking1: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking2: DisplayName, Cooking Vol.2: Intermediate.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking2: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking3: DisplayName, Cooking Vol.3: Advanced.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking3: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking4: DisplayName, Cooking Vol.4: Expert.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking4: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking5: DisplayName, Cooking Vol.5: Master.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookCooking5: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician1: DisplayName, Electricity Vol.1: Beginner.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician1: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician2: DisplayName, Electricity Vol.2: Intermediate.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician2: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician3: DisplayName, Electricity Vol.3: Advanced.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician3: DisplayCategory, LitS.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician4: DisplayName, Electricity Vol.4: Expert.
[14-10-24 06:14:50.936] LOG  : General     , 1728879290936> 0> Base.BookElectrician4: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookElectrician5: DisplayName, Electricity Vol.5: Master.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookElectrician5: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming1: DisplayName, Farming Vol.1: Beginner.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming1: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming2: DisplayName, Farming Vol.2: Intermediate.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming2: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming3: DisplayName, Farming Vol.3: Advanced.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming3: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming4: DisplayName, Farming Vol.4: Expert.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming4: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming5: DisplayName, Farming Vol.5: Master.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFarming5: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing1: DisplayName, Fishing Vol.1: Beginner.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing1: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing2: DisplayName, Fishing Vol.2: Intermediate.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing2: DisplayCategory, LitS.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing3: DisplayName, Fishing Vol.3: Advanced.
[14-10-24 06:14:50.937] LOG  : General     , 1728879290937> 0> Base.BookFishing3: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFishing4: DisplayName, Fishing Vol.4: Expert.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFishing4: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFishing5: DisplayName, Fishing Vol.5: Master.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFishing5: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid1: DisplayName, FirstAid Vol.1: Beginner.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid1: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid2: DisplayName, FirstAid Vol.2: Intermediate.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid2: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid3: DisplayName, FirstAid Vol.3: Advanced.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid3: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid4: DisplayName, FirstAid Vol.4: Expert.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid4: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid5: DisplayName, FirstAid Vol.5: Master.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookFirstAid5: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging1: DisplayName, Foraging Vol.1: Beginner.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging1: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging2: DisplayName, Foraging Vol.2: Intermediate.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging2: DisplayCategory, LitS.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging3: DisplayName, Foraging Vol.3: Advanced.
[14-10-24 06:14:50.938] LOG  : General     , 1728879290938> 0> Base.BookForaging3: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookForaging4: DisplayName, Foraging Vol.4: Expert.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookForaging4: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookForaging5: DisplayName, Foraging Vol.5: Master.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookForaging5: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic1: DisplayName, Mechanics Vol.1: Beginner.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic1: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic2: DisplayName, Mechanics Vol.2: Intermediate.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic2: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic3: DisplayName, Mechanics Vol.3: Advanced.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic3: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic4: DisplayName, Mechanics Vol.4: Expert.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic4: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic5: DisplayName, Mechanics Vol.5: Master.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMechanic5: DisplayCategory, LitS.
[14-10-24 06:14:50.939] LOG  : General     , 1728879290939> 0> Base.BookMetalWelding1: DisplayName, Metalwork Vol.1: Beginner.
