[24-09-24 20:42:28.763] LOG  : General     , 1727203348763> 0> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[24-09-24 20:42:28.776] LOG  : General     , 1727203348776> 0> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[24-09-24 20:42:28.776] LOG  : General     , 1727203348776> 0> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[24-09-24 20:42:28.776] LOG  : General     , 1727203348776> 0> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.CrabStick: DisplayCategory, FoodP.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.SakeEmpty: DisplayCategory, Container.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[24-09-24 20:42:28.777] LOG  : General     , 1727203348777> 0> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.IceCubes: DisplayCategory, FoodN.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[24-09-24 20:42:28.778] LOG  : General     , 1727203348778> 0> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348778> 0> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.Beetroot: DisplayCategory, FoodP.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[24-09-24 20:42:28.779] LOG  : General     , 1727203348779> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> --- BetterSorting End ---.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_M1_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_M1_Helmet_Ori: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_FAST_Opscore: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_PSGT_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_PSGT_Helmet_Camo: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_Gentex_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_HGU56: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Hat_HGU56_Visor: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Viper_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Wolf_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.Maska_1_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.780] LOG  : General     , 1727203348780> 0> Base.6B6_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.1916_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.1916_Helmet_ON: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.EOD_Helmet: Insulation, 0.22499999403953552.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Armor_Defender: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Armor_Defender_Set: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.781] LOG  : General     , 1727203348781> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.782] LOG  : General     , 1727203348782> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Suit_Chempak: Insulation, 0.3.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.783] LOG  : General     , 1727203348783> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Chempak_BRN_ON: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Chempak_Tychem: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Chempak_Tychem_ON: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Chempak_Level: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Antibelok: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Antibelok_ON: Insulation, 0.29700000286102296.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Bag_Sniper_Hood: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Bag_Sniper_Hood_ON: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Bag_Sniper_Suit: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Bag_Sniper_Suit_Off: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Cloak: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Cloak_OFF: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Ghillie: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Ghillie_B: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Ghillie_C: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Military_Ghillie_D: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.784] LOG  : General     , 1727203348784> 0> Base.Metro_Coat: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Chain_Coat: Insulation, 0.10499999821186065.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Ela_Jacket: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Ela_Pants: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Gorka_Jacket_New: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Gorka_Pants_New: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Gorka_Pants_New_Rolled: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Combat_Jumper: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Combat_Pants: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Combat_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Military_Jumper: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Military_Pants: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Military_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.CRYE_Pants: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.CRYE_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Tactical_Hood: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Tactical_Hood_ON: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Kawaii_Hood: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.785] LOG  : General     , 1727203348785> 0> Base.Kawaii_Hood_ON: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.786] LOG  : General     , 1727203348786> 0> Base.BARS_Hoodie: Insulation, 0.27999999523162844.
[24-09-24 20:42:28.786] LOG  : General     , 1727203348786> 0> Base.BARS_Hoodie_ON: Insulation, 0.27999999523162844.
