[24-09-24 01:51:15.946] LOG  : General     , 1727135475946> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[24-09-24 01:51:15.961] LOG  : General     , 1727135475961> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.962] LOG  : General     , 1727135475962> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.963] LOG  : General     , 1727135475963> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Suit_Chempak: Insulation, 0.3.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_BRN_ON: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_Tychem: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_Tychem_ON: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Chempak_Level: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Antibelok: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Antibelok_ON: Insulation, 0.29700000286102296.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Bag_Sniper_Hood: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Bag_Sniper_Hood_ON: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Bag_Sniper_Suit: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Bag_Sniper_Suit_Off: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Military_Cloak: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.964] LOG  : General     , 1727135475964> 0> Base.Military_Cloak_OFF: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Ghillie: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Ghillie_B: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Ghillie_C: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Ghillie_D: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Metro_Coat: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Chain_Coat: Insulation, 0.10499999821186065.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Ela_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Ela_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Gorka_Jacket_New: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Gorka_Pants_New: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Gorka_Pants_New_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Combat_Jumper: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Combat_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Combat_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Jumper: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.965] LOG  : General     , 1727135475965> 0> Base.Military_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.CRYE_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.CRYE_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Tactical_Hood: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Tactical_Hood_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Kawaii_Hood: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Kawaii_Hood_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.BARS_Hoodie: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.BARS_Hoodie_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Gorka6_Hoodie: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Gorka6_Hoodie_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.M65_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.M65_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Anorak_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.Anorak_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.966] LOG  : General     , 1727135475966> 0> Base.M42_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.M42_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.GEN2_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.GEN2_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ELA_Bomber: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ELA_Bomber_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Shirts: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Shirts_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Hood: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Hood_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Classic: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.967] LOG  : General     , 1727135475967> 0> Base.ANA_Classic_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Winter_Jacket_Heavy: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Winter_Jacket_Heavy_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Winter_Jacket_Camo_Heavy: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Winter_Jacket_Camo_Heavy_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Wattson_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Wattson_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Fur_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Fur_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Kelvin_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Kelvin_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Kelvin_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.968] LOG  : General     , 1727135475968> 0> Base.Kelvin_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Ela_Skinny_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.EOD_Jacket: Insulation, 0.7599999904632568.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.EOD_Pants: Insulation, 0.7599999904632568.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.JUGG_Jacket: Insulation, 0.7599999904632568.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.JUGG_Pants: Insulation, 0.7599999904632568.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Hunter_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Hunter_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Hunter_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Hunter_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Metro_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Metro_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Metro_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Man_Field_Shirts: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Man_Field_Shirts_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.969] LOG  : General     , 1727135475969> 0> Base.Man_Check_Shirts: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Check_Shirts_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Chain_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Chain_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Adidas_Shirts: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Adidas_Shirts_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Neck_Shirts: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Neck_Shirts_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Neck_Hoodie: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Man_Neck_Hoodie_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Gorka5_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Gorka5_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Huntrite_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Huntrite_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.TEC_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.TEC_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Chara_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.970] LOG  : General     , 1727135475970> 0> Base.Chara_Jacket_ON: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.G3_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.G3_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.511_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.511_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Fast_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Fast_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Flex_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Flex_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Check_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Check_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Cargo_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Cargo_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.MIL_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.MIL_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Fire_Jacket: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Fire_Pants: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.971] LOG  : General     , 1727135475971> 0> Base.Fire_Pants_Rolled: Insulation, 0.27999999523162844.
[24-09-24 01:51:15.972] LOG  : General     , 1727135475972> 0> Base.Hat_MCU_GasMask: Insulation, 0.22499999999999998.
[24-09-24 01:51:15.972] LOG  : General     , 1727135475972> 0> Base.Hat_M45_GasMask: Insulation, 0.22499999999999998.
[24-09-24 01:51:15.972] LOG  : General     , 1727135475972> 0> Base.Hat_M50: Insulation, 0.22499999999999998.
