[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FABeerMugStout: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAPopBottleLemonLime: DisplayCategory, FoodN.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FABeerMugBubLiteBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAFriedPotatoSkins: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAHotDrinkCoffeeRed: DisplayCategory, FoodN.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAPopBottleRootBeer: DisplayCategory, FoodN.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FABeerMugLightLager: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAPlasticCupBubLiteBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAHotDrinkEspressoMugl: DisplayCategory, FoodN.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAPlasticCupBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.935] LOG  : General     , 1727713486935> 0> FunctionalAppliances.FAHotDrinkLatteMugl: DisplayCategory, FoodN.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FAPopBottleCola: DisplayCategory, FoodN.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FAHotDrinkCappuccinoRed: DisplayCategory, FoodN.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FAPlasticCupPorter: DisplayCategory, FoodP.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FAHotDrinkEspressoTeacup: DisplayCategory, FoodN.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FABloomingOnion: DisplayCategory, FoodP.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FAHotDrinkEspressoSpiffo: DisplayCategory, FoodN.
[30-09-24 18:24:46.936] LOG  : General     , 1727713486936> 0> FunctionalAppliances.FABucketofButteredPopcorn: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABeerMugHomeBrewBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAPlasticCupAmericanLager: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABeerMugSkunked: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABatteredCheese: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAPotatoSkins: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABatteredChicken: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAPlasticCupLightLager: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FASwillerBeerBottle: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAHotDrinkCappuccinoSpiffo: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAPopBottleBerry: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAFriedCheeseSticks: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAFountainCupOrangeSoda: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABatteredChickenFillet: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAPlasticCupHomeBrewBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABubBeerBottle: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAHotDrinkTeaWhite: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FAHotDrinkTeaRed: DisplayCategory, FoodN.
[30-09-24 18:24:46.937] LOG  : General     , 1727713486937> 0> FunctionalAppliances.FABeerMugSwillerLiteBeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> FunctionalAppliances.FAPopBottleCarbonatedWater: DisplayCategory, FoodN.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> FunctionalAppliances.FAHotDrinkEspressoWhite: DisplayCategory, FoodN.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadPigeon: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMAnimalTracks: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadSkunk: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMAnimalTracksLarge: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMAnimalTraces: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadFox: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadDuck: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadWildpig: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadSquirrel: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadQuail: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadBeaver: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadBear: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadRabbit: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadTurkey: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadRaccoon: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[30-09-24 18:24:46.938] LOG  : General     , 1727713486938> 0> HuntingMod.HMDeadElk: DisplayCategory, FoodP.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> HuntingMod.HMDeadDeer: DisplayCategory, FoodP.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> HuntingMod.HMDeadOpossum: DisplayCategory, FoodP.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.ManualRemote: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.ManualANoisemakerV2: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.ManualANoisemakerV1: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerV2: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerV3: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerSensorV2: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerV1: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerSensorV3: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.AdvancedNoiseMakerSensorV1: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.Happymix: DisplayCategory, FoodN.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.Otternoses: DisplayCategory, FoodN.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.RemoteDoormotor: DisplayCategory, WepBomb.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.YeenBeans: DisplayCategory, FoodN.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.RadioUpgradeMag3: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.RadioUpgradeMag2: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.ManualTV: DisplayCategory, LitR.
[30-09-24 18:24:46.939] LOG  : General     , 1727713486939> 0> LWBetterElectronics.CircuitDiagramHamRadio: DisplayCategory, LitW.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.RadioUpgradeMag1: DisplayCategory, LitR.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.ElectronicsDismantleMagazine: DisplayCategory, LitR.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.CircuitDiagramWalkieTalkie: DisplayCategory, LitW.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.AdvancedNoiseMakerRemoteV2: DisplayCategory, WepBomb.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.AdvancedNoiseMakerRemoteV3: DisplayCategory, WepBomb.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.AdvancedNoiseMakerRemoteV1: DisplayCategory, WepBomb.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.CircuitDiagramRadio: DisplayCategory, LitW.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.CircuitDiagramAmplifier: DisplayCategory, LitW.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> LWBetterElectronics.ManualMotionSensor: DisplayCategory, LitR.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> KCMweapons.TheSniperGuide: DisplayCategory, LitS.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> KCMweapons.TheUltimateHuntingGuide1: DisplayCategory, LitS.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> KCMweapons.TheUltimateHuntingGuide2: DisplayCategory, LitS.
[30-09-24 18:24:46.940] LOG  : General     , 1727713486940> 0> KCMweapons.WeaponHandlersReloaded: DisplayCategory, LitS.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> KCMweapons.DoomsdayPreppers2: DisplayCategory, LitR.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> KCMweapons.DoomsdayPreppers1: DisplayCategory, LitR.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> MREM.MRE: DisplayCategory, FoodN.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> OccupationsExpertises.BookNimble3: DisplayCategory, LitS.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> OccupationsExpertises.BerryMash: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> OccupationsExpertises.MushroomMash: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.DriedPear: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.PreppedTater: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.FermentingKentuckyKimchi: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.ReadyBerryWine: DisplayCategory, FoodN.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.FermentedKentuckyKimchi: DisplayCategory, FoodN.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.UndriedSmokedFish: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.BakedPotato: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.HoochMash: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.FermentingHoochMash: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.DriedLemon: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.FermentedKentuckyKimchiOpen: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.JarredSauerkrautUnready: DisplayCategory, FoodP.
[30-09-24 18:24:46.941] LOG  : General     , 1727713486941> 0> RuggedRecipes.DriedCherry: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedApple: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.SmokedFish: DisplayCategory, FoodN.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedOrange: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.UndriedBiltong: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedBanana: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedPineapple: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedBanana: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.JarredPicklesUnready: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedLime: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedMango: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.SauerkrautBowl: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedWatermelon: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.DriedApple: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.UndriedBeefJerky: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedPeach: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.Cucumber: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.MoonshineEmpty: DisplayCategory, Container.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedGrapes: DisplayCategory, FoodP.
[30-09-24 18:24:46.942] LOG  : General     , 1727713486942> 0> RuggedRecipes.PreparedGrapefruit: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.JarredSauerkrautOpen: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.KentuckyKimchiBowl: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedOrange: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedCherry: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedLime: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.DriedPeach: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedStrawberries: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedPineapple: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.JarredPicklesReady: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.CannedCucumber: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.DriedWatermelon: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.JarredSauerkrautReady: DisplayCategory, FoodN.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedLemon: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.FermentingBerryWine: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.DriedGrapes: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.DriedGrapefruit: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.DriedStrawberries: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.PreparedMango: DisplayCategory, FoodP.
[30-09-24 18:24:46.943] LOG  : General     , 1727713486943> 0> RuggedRecipes.ReadyHoochMash: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> RuggedRecipes.Biltong: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> RuggedRecipes.ReadyKvass: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> RuggedRecipes.FermentingKvass: DisplayCategory, FoodP.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> RuggedRecipes.PreparedPear: DisplayCategory, FoodP.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.TequilaWaterFull: DisplayCategory, FoodB.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.RumEmpty: DisplayCategory, Container.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.Wooden_CheeseMolds: DisplayCategory, Container.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.Plate_HuevosRancherosEvolved: DisplayCategory, FoodP.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.PipingBag_PastryDough: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.InstantNoodles_Chicken: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.GinEmpty: DisplayCategory, Container.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.Pot_CheesePreparation: DisplayCategory, FoodP.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.SaucepanwithMeltedWhiteChocolate: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.Wooden_CheeseMolds_Water: DisplayCategory, FoodB.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.Wooden_CheeseMoldsCurds: DisplayCategory, Container.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.WoodenSkewersInsect: DisplayCategory, FoodN.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.VodkaWaterFull: DisplayCategory, FoodB.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.BakingTray_Gingerbread_Man: DisplayCategory, FoodP.
[30-09-24 18:24:46.944] LOG  : General     , 1727713486944> 0> SapphCooking.PipingBag_Icing: DisplayCategory, FoodP.
[30-09-24 18:24:46.945] LOG  : General     , 1727713486945> 0> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
