[13-10-24 01:12:32.609] LOG  : General     , 1728774752609> 0> Base.Master V2 Remote: displaycategory, Elec.
[13-10-24 01:12:32.631] LOG  : General     , 1728774752631> 0> Base.ATA250Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA300Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA400Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA500Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA600Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA700Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA800Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA900Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA1000Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA1100Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA1200Trunk2: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA150Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA200Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA250Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA300Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA400Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA500Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA600Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA700Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.632] LOG  : General     , 1728774752632> 0> Base.ATA800Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATA900Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATA1000Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATA1100Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATA1200Trunk3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATAProtectionWheelsChain: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATARoofLightItem: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATASleepingBag: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.ATAFreestorageTrunk: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.500Tank1: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.500Tank2: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.500Tank3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.1000Tank1: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.1000Tank2: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.1000Tank3: displaycategory, Mech.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.TransportCounter: displaycategory, Furn.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.TransportCupboard: displaycategory, Furn.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.TransportDrawer: displaycategory, Furn.
[13-10-24 01:12:32.633] LOG  : General     , 1728774752633> 0> Base.TransportFreezer: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportFridge: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportMedicine: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportMicrowave: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportOven: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportShelve: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> Base.TransportSeatBoxWooden: displaycategory, Furn.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATA2ItemContainer: displaycategory, Cont.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATABullbarPoliceItem1: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATABullbar1Item: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATABullbar2Item: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATAFendersWideItem: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATASkirtsSideItem: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATASpoilerFrontItem: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATASpoilerRear1Item: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> ATA2.ATASpoilerRear2Item: displaycategory, Mech.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> TMC.TrolleyContainer: displaycategory, Tool.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> TMC.TrolleyContainer2: displaycategory, Tool.
[13-10-24 01:12:32.634] LOG  : General     , 1728774752634> 0> TMC.CartContainer: displaycategory, Tool.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> TMC.CartContainer2: displaycategory, Tool.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CanteenOliveDrabEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CanteenOliveDrabEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CanteenArmyGreenEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CanteenArmyGreenEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.FlaskEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.FlaskEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.FlaskSpiffoEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.FlaskSpiffoEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleBlueYellowEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleBlueYellowEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleOrangeCharcoalEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleOrangeCharcoalEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottlePurpleGreyEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottlePurpleGreyEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleSpiffoEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.GymBottleSpiffoEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenGreenWhiteEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenGreenWhiteEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenWhiteRedEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenWhiteRedEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenRedWhiteEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.MedicinalCanteenRedWhiteEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenArmyEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenArmyEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenReadyPrepEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenReadyPrepEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenTartanEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.CampingCanteenTartanEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.SmallWaterskinEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.SmallWaterskinEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.LargeWaterskinEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.635] LOG  : General     , 1728774752635> 0> CanteensAndBottles.LargeWaterskinEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.QualityWaterskinEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.QualityWaterskinEmpty: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.GiantWaterBottleEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.JerryCanTankEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.JumboJerryCanTankEmpty: DisplayCategory, Container.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.CanteenOliveDrabWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.CanteenOliveDrabWater: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.CanteenArmyGreenWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.CanteenArmyGreenWater: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.FlaskWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.FlaskWater: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.FlaskSpiffoWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.FlaskSpiffoWater: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.GymBottleBlueYellowWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.GymBottleBlueYellowWater: AttachmentType, Canteen.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.GymBottleOrangeCharcoalWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.636] LOG  : General     , 1728774752636> 0> CanteensAndBottles.GymBottleOrangeCharcoalWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.GymBottlePurpleGreyWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.GymBottlePurpleGreyWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.GymBottleSpiffoWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.GymBottleSpiffoWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenGreenWhiteWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenGreenWhiteWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenWhiteRedWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenWhiteRedWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenRedWhiteWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.MedicinalCanteenRedWhiteWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenArmyWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenArmyWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenReadyPrepWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenReadyPrepWater: AttachmentType, Canteen.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenTartanWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.637] LOG  : General     , 1728774752637> 0> CanteensAndBottles.CampingCanteenTartanWater: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752637> 0> CanteensAndBottles.SmallWaterskinWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.SmallWaterskinWater: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.LargeWaterskinWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.LargeWaterskinWater: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.QualityWaterskinWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.QualityWaterskinWater: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.GiantWaterBottleWater: DisplayCategory, FoodB.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.CanteenOliveDrabPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.CanteenOliveDrabPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.CanteenArmyGreenPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.CanteenArmyGreenPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.FlaskPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.FlaskPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.FlaskSpiffoPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.FlaskSpiffoPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.GymBottleBlueYellowPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.GymBottleBlueYellowPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.638] LOG  : General     , 1728774752638> 0> CanteensAndBottles.GymBottleOrangeCharcoalPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.GymBottleOrangeCharcoalPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.GymBottlePurpleGreyPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.GymBottlePurpleGreyPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.GymBottleSpiffoPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.GymBottleSpiffoPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenWhiteGreenPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenGreenWhitePetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenGreenWhitePetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenWhiteRedPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenWhiteRedPetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenRedWhitePetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.MedicinalCanteenRedWhitePetrol: AttachmentType, Canteen.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.CampingCanteenArmyPetrol: DisplayCategory, Fuel.
[13-10-24 01:12:32.639] LOG  : General     , 1728774752639> 0> CanteensAndBottles.CampingCanteenArmyPetrol: AttachmentType, Canteen.
