[23-09-24 13:53:30.199] LOG  : General     , 1727092410199> 0> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[23-09-24 13:53:30.212] LOG  : General     , 1727092410212> 0> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[23-09-24 13:53:30.212] LOG  : General     , 1727092410212> 0> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[23-09-24 13:53:30.212] LOG  : General     , 1727092410212> 0> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[23-09-24 13:53:30.212] LOG  : General     , 1727092410212> 0> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.CrabStick: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.SakeEmpty: DisplayCategory, Container.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[23-09-24 13:53:30.213] LOG  : General     , 1727092410213> 0> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.IceCubes: DisplayCategory, FoodN.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[23-09-24 13:53:30.214] LOG  : General     , 1727092410214> 0> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> SAPPHEATER.HeaterMag3: DisplayCategory, LitR.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.SFBeetPot: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.CoffeeGrainsCooked: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.CoffeeGrains: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.Cauliflower: DisplayCategory, FoodP.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.TeaLeaves: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.Beetroot: DisplayCategory, FoodP.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> filcher.SFBeetSyrupPot: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> TAD.BobTA_Arm_Wave_Two_Mag: DisplayCategory, LitR.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> TAD.OpenKosmotsars: DisplayCategory, FoodN.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> MoreTraits.ZombPatty: DisplayCategory, FoodP.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> USMIL.emptyWaterCan0: DisplayCategory, Container.
[23-09-24 13:53:30.215] LOG  : General     , 1727092410215> 0> USMIL.emptyGasCan0: DisplayCategory, Container.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410215> 0> USMIL.WaterCan0: DisplayCategory, FoodB.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> WellsConstruction.WellsConstructionMag: DisplayCategory, LitR.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> --- BetterSorting End ---.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_M1_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_M1_Helmet_Ori: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_FAST_Opscore: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_PSGT_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_PSGT_Helmet_Camo: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_Gentex_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_HGU56: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Hat_HGU56_Visor: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Viper_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Wolf_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.Maska_1_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.6B6_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.216] LOG  : General     , 1727092410216> 0> Base.1916_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.1916_Helmet_ON: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.EOD_Helmet: Insulation, 0.22499999403953552.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Armor_Defender: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Armor_Defender_Set: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Bag_Plate_Carrier: Insulation, 0.06999999880790711.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Armor_6B13: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Sheriff_Vest: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Sheriff_Vest_Full: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.SET_Armor: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.SET_Armor_FULL: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Wolf_Plate_Carrier: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Wolf_Plate_Carrier_B: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.EOD_Armor: Insulation, 0.1899999976158142.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.JUGG_Armor: Insulation, 0.1899999976158142.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Hunter_Armor: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.217] LOG  : General     , 1727092410217> 0> Base.Armor_Dozer: Insulation, 0.1899999976158142.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.EXO_Suit: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.EXO_Suit_ON: Insulation, 0.12999999523162842.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Jacket: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Jacket_ON: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Cloak: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Cloak_ON: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Hat: Insulation, 0.04500000178813934.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Ashe_Jeans: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask_Half: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask_Camo: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask_Half_Camo: Insulation, 0.3.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask_Other: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Bandana_Mask_Half_Other: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Balaclava_Mask_1: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Balaclava_Mask_2: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.218] LOG  : General     , 1727092410218> 0> Base.Balaclava_Mask_3: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Balaclava_Mask_4: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Balaclava_Mask_5: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Balaclava_Mask_6: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Camo: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Camo_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Hunting: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Hunting_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Casual: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Casual_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Ashe: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Scarf_Mask_Ashe_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Hunter_Mask: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Hunter_Mask_ON: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.219] LOG  : General     , 1727092410219> 0> Base.Chain_Mask: Insulation, 0.24000000357627868.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410219> 0> Base.Suit_Chempak: Insulation, 0.3.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_Blauer: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_Blauer_ON: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_BRN: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_BRN_ON: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_Tychem: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_Tychem_ON: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Chempak_Level: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Antibelok: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Antibelok_ON: Insulation, 0.29700000286102296.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Bag_Sniper_Hood: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Bag_Sniper_Hood_ON: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Bag_Sniper_Suit: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Bag_Sniper_Suit_Off: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Military_Cloak: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Military_Cloak_OFF: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.220] LOG  : General     , 1727092410220> 0> Base.Military_Ghillie: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Ghillie_B: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Ghillie_C: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Ghillie_D: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Metro_Coat: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Chain_Coat: Insulation, 0.10499999821186065.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Ela_Jacket: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Ela_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Gorka_Jacket_New: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Gorka_Pants_New: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Gorka_Pants_New_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Combat_Jumper: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Combat_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Combat_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Jumper: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.Military_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.221] LOG  : General     , 1727092410221> 0> Base.CRYE_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.CRYE_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Tactical_Hood: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Tactical_Hood_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Kawaii_Hood: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Kawaii_Hood_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.BARS_Hoodie: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.BARS_Hoodie_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Gorka6_Hoodie: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Gorka6_Hoodie_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.M65_Jacket: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.M65_Jacket_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Anorak_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.222] LOG  : General     , 1727092410222> 0> Base.Anorak_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.M42_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.M42_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.GEN2_Pants: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.GEN2_Pants_Rolled: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.ELA_Bomber: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.ELA_Bomber_ON: Insulation, 0.27999999523162844.
[23-09-24 13:53:30.223] LOG  : General     , 1727092410223> 0> Base.ANA_Shirts: Insulation, 0.27999999523162844.
